parent_gem_entity_id,parent,immediate_project_owner_gem_entity_id,immediate_project_owner,ownership_path_records
E100001010595,The Vanguard Group Inc,E100001015858,Products (SE) Pipe Line Corp,1
E100001010595,The Vanguard Group Inc,E100001015869,Point Thomson Export Pipeline LLC,1
E100001010595,The Vanguard Group Inc,E100001015911,TotalEnergies E&P UK Ltd,1
E100001010595,The Vanguard Group Inc,E100001015912,Proteus Oil Pipeline Company LLC,1
E100001010595,The Vanguard Group Inc,E100001015918,TotalEnergies EP Nigeria Ltd,1
E100001010595,The Vanguard Group Inc,E100001015923,TotalEnergies EP Norge AS,1
E100001010595,The Vanguard Group Inc,E100001015998,Unocal Argentina Ltda,1
E100001010595,The Vanguard Group Inc,E100001016002,Vankorneft JSC,1
E100001010595,The Vanguard Group Inc,E100001016003,Verkhnechonskneftegaz JSC,1
E100001010595,The Vanguard Group Inc,E100001016013,W.A.G. Pipeline Pty Ltd,1
E100001010595,The Vanguard Group Inc,E100002001388,Black Lake Pipeline Co,1
E100001010595,The Vanguard Group Inc,E100002004063,Chevron Phillips Chemical Company LLC,1
E100001010595,The Vanguard Group Inc,E100002004327,Liquigas Ltd,1
E100001010595,The Vanguard Group Inc,E100002004332,Compañía Mega SA,1
E100001010595,The Vanguard Group Inc,E100002004369,Navigator Borger Express LLC,1
E100001010595,The Vanguard Group Inc,E100002004383,OneOK NGL Pipeline LLC,1
E100001010595,The Vanguard Group Inc,E100002004435,Phillips 66 Pipeline LLC,1
E100001010595,The Vanguard Group Inc,E100002004459,Seadrift Pipeline LLC,1
E100001010595,The Vanguard Group Inc,E100002004494,Skelly-Belvieu Pipeline Company LLC,1
E100001010596,State Street Corp,E100000000019,Origin Energy Ltd,1
E100001010596,State Street Corp,E100000000645,Japan Petroleum Exploration Co,1
E100001010596,State Street Corp,E100000137427,Woodside Energy Ltd,1
E100001010596,State Street Corp,E100001011267,Hess Corp,1
E100001010596,State Street Corp,E100001014264,Tesoro High Plains Pipeline Company LLC,1
E100001010596,State Street Corp,E100001014499,ConocoPhillips Alaska Inc,1
E100001010596,State Street Corp,E100001014500,ConocoPhillips Skandinavia AS,1
E100001010596,State Street Corp,E100001014501,ConocoPhillips Transportation Alaska Inc,1
E100001010596,State Street Corp,E100001014673,Endymion Oil Pipeline Company LLC,1
E100001010596,State Street Corp,E100001014703,APA Ethane Pty Ltd,1
E100001010596,State Street Corp,E100001014728,ExxonMobil Pipeline Co,1
E100001010596,State Street Corp,E100001014875,Gray Oak Pipeline LLC,1
E100001010596,State Street Corp,E100001015011,Hiland Crude LLC,1
E100001010596,State Street Corp,E100001015053,Illinois Extension Pipeline Company LLC,1
E100001010596,State Street Corp,E100001015210,LOCAP LLC,1
E100001010596,State Street Corp,E100001015211,LOOP LLC,1
E100001010596,State Street Corp,E100001015260,Kinder Morgan Crude & Condensate LLC,1
E100001010596,State Street Corp,E100001015282,Kinder Morgan Freedom Pipeline LLC,1
E100001010596,State Street Corp,E100001015294,Medallion Pipeline Company LLC,1
E100001010596,State Street Corp,E100001015327,Mobil Exploration Norway Inc,1
E100001010596,State Street Corp,E100001015576,ConocoPhillips Norge Nuf,1
E100001010596,State Street Corp,E100001015672,PNG LNG Inc,1
E100001010596,State Street Corp,E100001015858,Products (SE) Pipe Line Corp,1
E100001010596,State Street Corp,E100001015869,Point Thomson Export Pipeline LLC,1
E100001010596,State Street Corp,E100001015998,Unocal Argentina Ltda,1
E100001010596,State Street Corp,E100001016002,Vankorneft JSC,1
E100001010596,State Street Corp,E100001016003,Verkhnechonskneftegaz JSC,1
E100001010596,State Street Corp,E100002001388,Black Lake Pipeline Co,1
E100001010596,State Street Corp,E100002004063,Chevron Phillips Chemical Company LLC,1
E100001010596,State Street Corp,E100002004332,Compañía Mega SA,1
E100001010596,State Street Corp,E100002004383,OneOK NGL Pipeline LLC,1
E100001010596,State Street Corp,E100002004435,Phillips 66 Pipeline LLC,1
E100001010596,State Street Corp,E100002004459,Seadrift Pipeline LLC,1
E100001010596,State Street Corp,E100002004494,Skelly-Belvieu Pipeline Company LLC,1
E100001010643,Government of Malaysia,E100000000702,Petroliam Nasional Bhd,1
E100001010643,Government of Malaysia,E100001014879,Greater Nile Petroleum Operating Co Ltd,1
E100001010705,Capital World Investors,E100000000118,Inter Pipeline Ltd,1
E100001010705,Capital World Investors,E100001014343,CEPSA Colombia SA,1
E100001010705,Capital World Investors,E100001014482,Cold Lake Pipeline LP,1
E100001010705,Capital World Investors,E100001015596,Northstar Holdco Energy LLC,1
E100001010706,Capital International Investors,E100001014399,Lotus Midstream Operations LLC,1
E100001010707,Capital Research and Management Co,E100000000118,Inter Pipeline Ltd,1
E100001010707,Capital Research and Management Co,E100000149640,Savannah Energy PLC,1
E100001010707,Capital Research and Management Co,E100001014343,CEPSA Colombia SA,1
E100001010707,Capital Research and Management Co,E100001014357,CNR International (UK) Ltd,1
E100001010707,Capital Research and Management Co,E100001014399,Lotus Midstream Operations LLC,1
E100001010707,Capital Research and Management Co,E100001014482,Cold Lake Pipeline LP,1
E100001010707,Capital Research and Management Co,E100001015596,Northstar Holdco Energy LLC,1
E100001010756,Vedanta Inc,E100000121514,Vedanta Resources Ltd,1
E100001010774,PT Medco Daya Abadi Lestari,E100000000533,PT Medco Energi Internasional Tbk,1
E100001010860,RBC Global Asset Management Inc,E100001015208,Keyera Corp,1
E100001010861,Marquard & Bahls AG,E100001015655,Oiltanking GmbH,1
E100001010911,Baillie Gifford & Co,E100002008077,Valeura Energy Inc,1
E100001010913,Government of Denmark,E100000001607,Ørsted A/S,1
E100001010914,Andel AMBA,E100000001607,Ørsted A/S,1
E100001011044,Abu Dhabi Developmental Holding Company PJSC,E100000001078,Abu Dhabi National Energy Company PJSC,1
E100001011136,Government of Japan,E100000000645,Japan Petroleum Exploration Co,1
E100001011247,ConocoPhillips Corp,E100001014499,ConocoPhillips Alaska Inc,1
E100001011247,ConocoPhillips Corp,E100001014500,ConocoPhillips Skandinavia AS,1
E100001011247,ConocoPhillips Corp,E100001014501,ConocoPhillips Transportation Alaska Inc,1
E100001011277,Government of Uruguay,E100001014013,Administracion Nacional de Combustibles Alcohol y Portland,1
E100001011300,Gazprom Neft PJSC,E100000121263,Naftna Industrija Srbije AD,1
E100001011301,Government of Serbia,E100000121263,Naftna Industrija Srbije AD,1
E100001011301,Government of Serbia,E100001015743,Srbijagas JP,1
E100001011471,Government of Argentina,E100002004332,Compañía Mega SA,1
E100001011471,Government of Argentina,E100002004444,Refinor SA,1
E100001011511,Österreichische Beteiligungs AG,E100001015636,OMV (Norge) AS,1
E100001011559,Government of Chile,E100000001835,Empresa Nacional del Petróleo,1
E100001011559,Government of Chile,E100001014669,Enap Sipetrol SA,1
E100001011617,Meiji Yasuda Life Insurance Co,E100000000645,Japan Petroleum Exploration Co,1
E100001011838,Government of Chad,E100001011838,Government of Chad,1
E100001012038,Par Pacific Holdings Inc,E100001012038,Par Pacific Holdings Inc,1
E100001013560,Cassa Depositi e Prestiti SpA,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100001013560,Cassa Depositi e Prestiti SpA,E100001014436,Chevron North Sea Ltd,1
E100001013560,Cassa Depositi e Prestiti SpA,E100001014529,Hellenic Gas Transmission System Operator SA,1
E100001013560,Cassa Depositi e Prestiti SpA,E100001015527,Eni Energy Group Ltd,1
E100001014013,Administracion Nacional de Combustibles Alcohol y Portland,E100001014013,Administracion Nacional de Combustibles Alcohol y Portland,1
E100001014066,Aiteo Ltd,E100001014065,Aiteo Eastern E&P Co Ltd,1
E100001014074,Alberta Investment Management Corp,E100001014074,Alberta Investment Management Corp,1
E100001014075,Province of Alberta,E100001014074,Alberta Investment Management Corp,1
E100001014108,GeoPark Ltd,E100001014104,Amerisur SA,1
E100001014140,Ares Partners Holdco LLC,E100001015370,Salt Creek Midstream LLC,1
E100001014140,Ares Partners Holdco LLC,E100001015844,Pilgrim Pipelines Holdings LLC,1
E100001014154,Etablissements Maurel & Prom SA,E100001014154,Etablissements Maurel & Prom SA,1
E100001014155,Gabon Oil Co,E100001014153,Assala Energy UK Ltd,1
E100001014223,Türkiye Petrolleri Anonim Ortakligi,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100001014271,Azerbaijan (BTC) Ltd,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100001014282,Enterprise Products Partners LP,E100001014281,Baymark Pipeline LLC,1
E100001014282,Enterprise Products Partners LP,E100001014424,Enterprise Midstream Companies LLC,1
E100001014282,Enterprise Products Partners LP,E100002001361,Tri-States NGL Pipeline LLC,1
E100001014282,Enterprise Products Partners LP,E100002004184,Dixie Pipeline Company LLC,1
E100001014282,Enterprise Products Partners LP,E100002004416,Panola Pipeline Company LLC,1
E100001014282,Enterprise Products Partners LP,E100002004494,Skelly-Belvieu Pipeline Company LLC,1
E100001014283,Beach Energy Ltd,E100001015668,PEL 91,1
E100001014283,Beach Energy Ltd,E100002008096,Delhi Petroleum Pty Ltd,1
E100001014284,Network Investment Holdings Pty Ltd,E100001015668,PEL 91,1
E100001014284,Network Investment Holdings Pty Ltd,E100002008096,Delhi Petroleum Pty Ltd,1
E100001014294,Energy Transfer LP,E100001014399,Lotus Midstream Operations LLC,1
E100001014299,Ergon Inc,E100001014298,Blueknight Energy Partners GP LLC,1
E100001014299,Ergon Inc,E100001014299,Ergon Inc,1
E100001014306,TAQA Bratani Ltd,E100001014305,Brae Group,1
E100001014312,Royal Bank of Canada,E100000000118,Inter Pipeline Ltd,1
E100001014312,Royal Bank of Canada,E100001014357,CNR International (UK) Ltd,1
E100001014312,Royal Bank of Canada,E100001014482,Cold Lake Pipeline LP,1
E100001014312,Royal Bank of Canada,E100001014670,Enbridge Frontier Inc,1
E100001014312,Royal Bank of Canada,E100001014875,Gray Oak Pipeline LLC,1
E100001014312,Royal Bank of Canada,E100001015053,Illinois Extension Pipeline Company LLC,1
E100001014312,Royal Bank of Canada,E100001015208,Keyera Corp,1
E100001014312,Royal Bank of Canada,E100001015671,PKM Cochin ULC,1
E100001014312,Royal Bank of Canada,E100001015894,Portland Pipe Line Corp,1
E100001014314,Bank of Montreal,E100000000118,Inter Pipeline Ltd,1
E100001014314,Bank of Montreal,E100001014482,Cold Lake Pipeline LP,1
E100001014315,1832 Asset Management LP,E100000000118,Inter Pipeline Ltd,1
E100001014315,1832 Asset Management LP,E100001014482,Cold Lake Pipeline LP,1
E100001014325,Plains All American Pipeline LP,E100001014362,Caddo Pipeline LLC,1
E100001014325,Plains All American Pipeline LP,E100001014523,Cushing Connect Pipeline & Terminal LLC,1
E100001014325,Plains All American Pipeline LP,E100001015855,Plains Midstream Canada ULC,1
E100001014325,Plains All American Pipeline LP,E100002010851,Pacific Pipeline System LLC,1
E100001014354,CNOOC Ltd,E100001014354,CNOOC Ltd,1
E100001014354,CNOOC Ltd,E100001014421,Chaoyang Petroleum (BVI) Ltd,1
E100001014354,CNOOC Ltd,E100001014627,East African Crude Oil Pipeline Ltd,1
E100001014363,Delek Logistics Partners LP,E100001014362,Caddo Pipeline LLC,1
E100001014432,Transneft PJSC,E100002008081,Transneft-Prikamye JSC,1
E100001014434,T. Rowe Price Investment Management Inc,E100001014399,Lotus Midstream Operations LLC,1
E100001014437,Ithaca Energy PLC,E100001014436,Chevron North Sea Ltd,1
E100001014502,Conpet SA,E100001014502,Conpet SA,1
E100001014505,Enagás SA,E100001014529,Hellenic Gas Transmission System Operator SA,1
E100001014505,Enagás SA,E100001015806,Transportadora de Gas del Perú SA,1
E100001014522,CorEnergy Infrastructure Trust Inc,E100001014521,Millux Holdings LLC,1
E100001014531,DAMCO Energy SA,E100001014529,Hellenic Gas Transmission System Operator SA,1
E100001014534,Snam SpA,E100001014529,Hellenic Gas Transmission System Operator SA,1
E100001014543,Capital Research Global Investors,E100001014399,Lotus Midstream Operations LLC,1
E100001014572,Delek US Holdings Inc,E100001014572,Delek US Holdings Inc,1
E100001014573,Dimensional Fund Advisors LP,E100001014572,Delek US Holdings Inc,1
E100001014573,Dimensional Fund Advisors LP,E100001015667,PBF Logistics LP,1
E100001014574,River Road Asset Management LLC,E100001014572,Delek US Holdings Inc,1
E100001014582,Diamondback Energy Inc,E100001014582,Diamondback Energy Inc,1
E100001014582,Diamondback Energy Inc,E100001015946,Rattler Midstream LP,1
E100001014628,Uganda National Oil Co,E100001014627,East African Crude Oil Pipeline Ltd,1
E100001014629,Tanzania Petroleum Development Corp,E100001014627,East African Crude Oil Pipeline Ltd,1
E100001014648,ALPS Advisors Inc,E100001014362,Caddo Pipeline LLC,1
E100001014648,ALPS Advisors Inc,E100001014523,Cushing Connect Pipeline & Terminal LLC,1
E100001014648,ALPS Advisors Inc,E100001014873,Grand Mesa Pipeline LLC,1
E100001014648,ALPS Advisors Inc,E100001015855,Plains Midstream Canada ULC,1
E100001014648,ALPS Advisors Inc,E100002010851,Pacific Pipeline System LLC,1
E100001014667,Sociedad Estatal de Participaciones Industriales,E100001014529,Hellenic Gas Transmission System Operator SA,1
E100001014667,Sociedad Estatal de Participaciones Industriales,E100001015806,Transportadora de Gas del Perú SA,1
E100001014681,Energy Income Partners LLC,E100001014362,Caddo Pipeline LLC,1
E100001014681,Energy Income Partners LLC,E100001014523,Cushing Connect Pipeline & Terminal LLC,1
E100001014681,Energy Income Partners LLC,E100001014681,Energy Income Partners LLC,1
E100001014681,Energy Income Partners LLC,E100001015855,Plains Midstream Canada ULC,1
E100001014681,Energy Income Partners LLC,E100002010851,Pacific Pipeline System LLC,1
E100001014689,Enterprise Products Co,E100001014281,Baymark Pipeline LLC,1
E100001014689,Enterprise Products Co,E100001014424,Enterprise Midstream Companies LLC,1
E100001014689,Enterprise Products Co,E100002001361,Tri-States NGL Pipeline LLC,1
E100001014689,Enterprise Products Co,E100002004184,Dixie Pipeline Company LLC,1
E100001014689,Enterprise Products Co,E100002004416,Panola Pipeline Company LLC,1
E100001014689,Enterprise Products Co,E100002004494,Skelly-Belvieu Pipeline Company LLC,1
E100001014690,Entreprise Tunisienne d'Activités Pétrolières,E100001014690,Entreprise Tunisienne d'Activités Pétrolières,1
E100001014704,Ministry of Mines and Petroleum (Ethiopia),E100001014704,Ministry of Mines and Petroleum (Ethiopia),1
E100001014713,Servet Investments SARL,E100001014712,Exolum Corporation SA,1
E100001014714,Borealis Spain Parent BV,E100001014712,Exolum Corporation SA,1
E100001014715,MEIF 5 Rey Holdings SL,E100001014712,Exolum Corporation SA,1
E100001014717,Vaugirard Infra SL,E100001014712,Exolum Corporation SA,1
E100001014718,Zubita Investments Holding BV,E100001014712,Exolum Corporation SA,1
E100001014719,Castillo Spanish Holdings LP,E100001014712,Exolum Corporation SA,1
E100001014854,Gibson Energy Inc,E100001014854,Gibson Energy Inc,1
E100001014855,M&G Investment Management Ltd,E100001014854,Gibson Energy Inc,1
E100001014859,Globaltec LLC,E100001014859,Globaltec LLC,1
E100001014862,Cobas Asset Management SGIIC SA,E100001014104,Amerisur SA,1
E100001014866,Government of China,E100000000173,China Petrochemical Corp,1
E100001014866,Government of China,E100001014421,Chaoyang Petroleum (BVI) Ltd,1
E100001014866,Government of China,E100001015281,Mansarovar Energy Colombia Ltd,1
E100001014871,Government of Tanzania,E100001014627,East African Crude Oil Pipeline Ltd,1
E100001014874,NGL Energy Partners LP,E100001014873,Grand Mesa Pipeline LLC,1
E100001014880,SUDAPET Co Ltd,E100001014879,Greater Nile Petroleum Operating Co Ltd,1
E100001014943,Mittal Energy Investments Pte Ltd,E100000001916,HPCL-Mittal Energy Ltd,1
E100001014950,Harvest Midstream Co,E100001015717,Paradigm Midstream LLC,1
E100001014954,EOG Resources Inc,E100001014953,Hawthorn Oil Transportation Inc,1
E100001015010,Saddle Butte Pipeline LLC,E100001015009,High Prairie Pipeline LLC,1
E100001015015,HF Sinclair Corp,E100001014523,Cushing Connect Pipeline & Terminal LLC,1
E100001015015,HF Sinclair Corp,E100001014524,Holly Energy Partners LP,1
E100001015015,HF Sinclair Corp,E100001014766,Frontier Aspen LLC,1
E100001015045,Santos Ltd,E100001015672,PNG LNG Inc,1
E100001015051,"Ministry of Economy, Trade & Industry (Japan)",E100000000645,Japan Petroleum Exploration Co,1
E100001015054,MPLX LP,E100001014264,Tesoro High Plains Pipeline Company LLC,1
E100001015054,MPLX LP,E100001015053,Illinois Extension Pipeline Company LLC,1
E100001015054,MPLX LP,E100001015210,LOCAP LLC,1
E100001015054,MPLX LP,E100001015211,LOOP LLC,1
E100001015106,Ministry of Petroleum (Iran),E100001015829,Petroleum Engineering and Development Co,1
E100001015111,INK-Capital CJSC,E100001015109,Irkutsk Oil Co LLC,1
E100001015137,FTAI Infrastructure Inc,E100001015136,Jefferson Gulf Coast Energy Partners LLC,1
E100001015201,National Bank of Kazakhstan,E100001015190,KMG International NV,1
E100001015208,Keyera Corp,E100001015208,Keyera Corp,1
E100001015274,MOL New Europe Foundation,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100001015274,MOL New Europe Foundation,E100002004536,IES Italiana Energia e Servizi SpA,1
E100001015275,Mathias Corvinus Collegium Foundation,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100001015275,Mathias Corvinus Collegium Foundation,E100002004536,IES Italiana Energia e Servizi SpA,1
E100001015276,Maecenas Universitatis Corvini Foundation,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100001015276,Maecenas Universitatis Corvini Foundation,E100002004536,IES Italiana Energia e Servizi SpA,1
E100001015278,ONEOK Inc,E100001015294,Medallion Pipeline Company LLC,1
E100001015278,ONEOK Inc,E100002004383,OneOK NGL Pipeline LLC,1
E100001015291,PT Pertamina Internasional Eksplorasi dan Produksi,E100001014154,Etablissements Maurel & Prom SA,1
E100001015296,Diamond Bridge Pte Ltd,E100000000533,PT Medco Energi Internasional Tbk,1
E100001015353,United Energy Group Ltd,E100001015352,Kuwait Energy PLC,1
E100001015358,New Dawn Energy Ltd,E100001015357,L&M Energy Ltd,1
E100001015379,Ingalls & Snyder LLC,E100000149640,Savannah Energy PLC,1
E100001015380,TT International Investment Management LLP,E100000149640,Savannah Energy PLC,1
E100001015391,SGH Ltd,E100001015668,PEL 91,1
E100001015391,SGH Ltd,E100002008096,Delhi Petroleum Pty Ltd,1
E100001015428,National Gas Company of Trinidad and Tobago Ltd,E100001015428,National Gas Company of Trinidad and Tobago Ltd,1
E100001015545,New Zealand Energy Corp,E100001015545,New Zealand Energy Corp,1
E100001015587,small shareholder(s),E100000000118,Inter Pipeline Ltd,1
E100001015587,small shareholder(s),E100000000387,TotalEnergies SE,1
E100001015587,small shareholder(s),E100000000533,PT Medco Energi Internasional Tbk,1
E100001015587,small shareholder(s),E100000000645,Japan Petroleum Exploration Co,1
E100001015587,small shareholder(s),E100000000669,National Company KazMunayGas JSC,1
E100001015587,small shareholder(s),E100000000874,Rosneft PJSC,1
E100001015587,small shareholder(s),E100000000975,Iberdrola SA,1
E100001015587,small shareholder(s),E100000001078,Abu Dhabi National Energy Company PJSC,1
E100001015587,small shareholder(s),E100000001607,Ørsted A/S,1
E100001015587,small shareholder(s),E100000001764,Pan American Energy SL,1
E100001015587,small shareholder(s),E100000001916,HPCL-Mittal Energy Ltd,1
E100001015587,small shareholder(s),E100000133592,OQ Gas Networks SAOC,1
E100001015587,small shareholder(s),E100000137427,Woodside Energy Ltd,1
E100001015587,small shareholder(s),E100000149640,Savannah Energy PLC,1
E100001015587,small shareholder(s),E100001014136,Aramco Gulf Operations Co Ltd,1
E100001015587,small shareholder(s),E100001014154,Etablissements Maurel & Prom SA,1
E100001015587,small shareholder(s),E100001014264,Tesoro High Plains Pipeline Company LLC,1
E100001015587,small shareholder(s),E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100001015587,small shareholder(s),E100001014281,Baymark Pipeline LLC,1
E100001015587,small shareholder(s),E100001014305,Brae Group,1
E100001015587,small shareholder(s),E100001014343,CEPSA Colombia SA,1
E100001015587,small shareholder(s),E100001014354,CNOOC Ltd,1
E100001015587,small shareholder(s),E100001014362,Caddo Pipeline LLC,1
E100001015587,small shareholder(s),E100001014424,Enterprise Midstream Companies LLC,1
E100001015587,small shareholder(s),E100001014482,Cold Lake Pipeline LP,1
E100001015587,small shareholder(s),E100001014499,ConocoPhillips Alaska Inc,1
E100001015587,small shareholder(s),E100001014501,ConocoPhillips Transportation Alaska Inc,1
E100001015587,small shareholder(s),E100001014523,Cushing Connect Pipeline & Terminal LLC,1
E100001015587,small shareholder(s),E100001014572,Delek US Holdings Inc,1
E100001015587,small shareholder(s),E100001014582,Diamondback Energy Inc,1
E100001015587,small shareholder(s),E100001014627,East African Crude Oil Pipeline Ltd,1
E100001015587,small shareholder(s),E100001014649,EnQuest Heather Ltd,1
E100001015587,small shareholder(s),E100001014670,Enbridge Frontier Inc,1
E100001015587,small shareholder(s),E100001014673,Endymion Oil Pipeline Company LLC,1
E100001015587,small shareholder(s),E100001014692,Equinor Energy AS,1
E100001015587,small shareholder(s),E100001014703,APA Ethane Pty Ltd,1
E100001015587,small shareholder(s),E100001014712,Exolum Corporation SA,1
E100001015587,small shareholder(s),E100001014728,ExxonMobil Pipeline Co,1
E100001015587,small shareholder(s),E100001014854,Gibson Energy Inc,1
E100001015587,small shareholder(s),E100001014873,Grand Mesa Pipeline LLC,1
E100001015587,small shareholder(s),E100001014875,Gray Oak Pipeline LLC,1
E100001015587,small shareholder(s),E100001014879,Greater Nile Petroleum Operating Co Ltd,1
E100001015587,small shareholder(s),E100001015011,Hiland Crude LLC,1
E100001015587,small shareholder(s),E100001015053,Illinois Extension Pipeline Company LLC,1
E100001015587,small shareholder(s),E100001015112,Iron Horse Pipeline LLC,1
E100001015587,small shareholder(s),E100001015113,Powder River Gateway LLC,1
E100001015587,small shareholder(s),E100001015190,KMG International NV,1
E100001015587,small shareholder(s),E100001015208,Keyera Corp,1
E100001015587,small shareholder(s),E100001015210,LOCAP LLC,1
E100001015587,small shareholder(s),E100001015211,LOOP LLC,1
E100001015587,small shareholder(s),E100001015260,Kinder Morgan Crude & Condensate LLC,1
E100001015587,small shareholder(s),E100001015281,Mansarovar Energy Colombia Ltd,1
E100001015587,small shareholder(s),E100001015282,Kinder Morgan Freedom Pipeline LLC,1
E100001015587,small shareholder(s),E100001015288,Mardi Gras Transportation System Co LLC,1
E100001015587,small shareholder(s),E100001015289,Mars Oil Pipeline Company LLC,1
E100001015587,small shareholder(s),E100001015294,Medallion Pipeline Company LLC,1
E100001015587,small shareholder(s),E100001015384,Seahorse Pipeline LLC,1
E100001015587,small shareholder(s),E100001015405,Norilsktransgaz JSC,1
E100001015587,small shareholder(s),E100001015545,New Zealand Energy Corp,1
E100001015587,small shareholder(s),E100001015596,Northstar Holdco Energy LLC,1
E100001015587,small shareholder(s),E100001015606,OKEA ASA,1
E100001015587,small shareholder(s),E100001015612,Shell Pipeline Company LP,1
E100001015587,small shareholder(s),E100001015667,PBF Logistics LP,1
E100001015587,small shareholder(s),E100001015668,PEL 91,1
E100001015587,small shareholder(s),E100001015671,PKM Cochin ULC,1
E100001015587,small shareholder(s),E100001015672,PNG LNG Inc,1
E100001015587,small shareholder(s),E100001015679,PT Pertamina Gas Negara Tbk,1
E100001015587,small shareholder(s),E100001015693,Pak-Arab Pipeline Co Ltd,1
E100001015587,small shareholder(s),E100001015806,Transportadora de Gas del Perú SA,1
E100001015587,small shareholder(s),E100001015844,Pilgrim Pipelines Holdings LLC,1
E100001015587,small shareholder(s),E100001015855,Plains Midstream Canada ULC,1
E100001015587,small shareholder(s),E100001015858,Products (SE) Pipe Line Corp,1
E100001015587,small shareholder(s),E100001015869,Point Thomson Export Pipeline LLC,1
E100001015587,small shareholder(s),E100001015894,Portland Pipe Line Corp,1
E100001015587,small shareholder(s),E100001015911,TotalEnergies E&P UK Ltd,1
E100001015587,small shareholder(s),E100001015912,Proteus Oil Pipeline Company LLC,1
E100001015587,small shareholder(s),E100001015918,TotalEnergies EP Nigeria Ltd,1
E100001015587,small shareholder(s),E100001015942,NNK-Sakhalinmorneftegaz LLC,1
E100001015587,small shareholder(s),E100001016002,Vankorneft JSC,1
E100001015587,small shareholder(s),E100001016003,Verkhnechonskneftegaz JSC,1
E100001015587,small shareholder(s),E100001016013,W.A.G. Pipeline Pty Ltd,1
E100001015587,small shareholder(s),E100001016077,Wintershall Dea Norge AS,1
E100001015587,small shareholder(s),E100002001297,Adani Ports and Special Economic Zone Ltd,1
E100001015587,small shareholder(s),E100002001361,Tri-States NGL Pipeline LLC,1
E100001015587,small shareholder(s),E100002001388,Black Lake Pipeline Co,1
E100001015587,small shareholder(s),E100002004063,Chevron Phillips Chemical Company LLC,1
E100001015587,small shareholder(s),E100002004184,Dixie Pipeline Company LLC,1
E100001015587,small shareholder(s),E100002004327,Liquigas Ltd,1
E100001015587,small shareholder(s),E100002004332,Compañía Mega SA,1
E100001015587,small shareholder(s),E100002004369,Navigator Borger Express LLC,1
E100001015587,small shareholder(s),E100002004383,OneOK NGL Pipeline LLC,1
E100001015587,small shareholder(s),E100002004416,Panola Pipeline Company LLC,1
E100001015587,small shareholder(s),E100002004435,Phillips 66 Pipeline LLC,1
E100001015587,small shareholder(s),E100002004444,Refinor SA,1
E100001015587,small shareholder(s),E100002004459,Seadrift Pipeline LLC,1
E100001015587,small shareholder(s),E100002004494,Skelly-Belvieu Pipeline Company LLC,1
E100001015587,small shareholder(s),E100002004536,IES Italiana Energia e Servizi SpA,1
E100001015587,small shareholder(s),E100002008077,Valeura Energy Inc,1
E100001015587,small shareholder(s),E100002008081,Transneft-Prikamye JSC,1
E100001015587,small shareholder(s),E100002010851,Pacific Pipeline System LLC,1
E100001015600,ND Western Ltd,E100000004202,The Shell Petroleum Development Company of Nigeria Ltd,1
E100001015602,First Exploration & Petroleum Development Co Ltd,E100000004202,The Shell Petroleum Development Company of Nigeria Ltd,1
E100001015603,Waltersmith Petroman Oil Ltd,E100000004202,The Shell Petroleum Development Company of Nigeria Ltd,1
E100001015604,Petrolin Group,E100000004202,The Shell Petroleum Development Company of Nigeria Ltd,1
E100001015606,OKEA ASA,E100001015606,OKEA ASA,1
E100001015607,Aradel Holdings PLC,E100000004202,The Shell Petroleum Development Company of Nigeria Ltd,1
E100001015608,BCPR Pte Ltd,E100001015606,OKEA ASA,1
E100001015617,Shinhan Financial Group Co Ltd,E100001015617,Shinhan Financial Group Co Ltd,1
E100001015645,Oil Terminal SA,E100001015645,Oil Terminal SA,1
E100001015646,Tailwater Capital LLC,E100001015112,Iron Horse Pipeline LLC,1
E100001015646,Tailwater Capital LLC,E100001015113,Powder River Gateway LLC,1
E100001015646,Tailwater Capital LLC,E100001015115,Silver Creek Midstream LLC,1
E100001015646,Tailwater Capital LLC,E100001015875,TexStar Midstream Logistics LP,1
E100001015647,The Energy & Minerals Group,E100001015112,Iron Horse Pipeline LLC,1
E100001015647,The Energy & Minerals Group,E100001015113,Powder River Gateway LLC,1
E100001015647,The Energy & Minerals Group,E100001015115,Silver Creek Midstream LLC,1
E100001015648,Silver Creek Management LLC,E100001015112,Iron Horse Pipeline LLC,1
E100001015648,Silver Creek Management LLC,E100001015113,Powder River Gateway LLC,1
E100001015648,Silver Creek Management LLC,E100001015115,Silver Creek Midstream LLC,1
E100001015674,Kumul Petroleum (Kroton) Ltd,E100001015672,PNG LNG Inc,1
E100001015679,PT Pertamina Gas Negara Tbk,E100001015679,PT Pertamina Gas Negara Tbk,1
E100001015695,Pak-Arab Refinery Ltd,E100001015693,Pak-Arab Pipeline Co Ltd,1
E100001015696,Wafi Energy Pakistan Ltd,E100001015693,Pak-Arab Pipeline Co Ltd,1
E100001015697,Pakistan State Oil Co Ltd,E100001015693,Pak-Arab Pipeline Co Ltd,1
